web_date,type,desc_title,proposal_id,proposal_link,period,proposal_filename
10.07.2008,A,"Allgemeines Bürgerliches Gesetzbuch, Änderung",753/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00753/index.shtml,XXIII,XXIII_753A
08.07.2008,RV,"Passgesetz, Gebührengesetz u.a., Änderung",616 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00616/index.shtml,XXIII,XXIII_616dB
08.07.2008,RV,"Mediengesetz, Änderung",615 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00615/index.shtml,XXIII,XXIII_615dB
08.07.2008,A,"Geschäftsordnungsgesetz, Änderung",852/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00852/index.shtml,XXIII,XXIII_852A
08.07.2008,A,"Geschäftsordnungsgesetz, Änderung",851/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00851/index.shtml,XXIII,XXIII_851A
08.07.2008,A,zur Kürzung der Bezüge für eine längerfristig deutlich unterdurchschnittliche Leistung der Bundesregierung,850/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00850/index.shtml,XXIII,XXIII_850A
08.07.2008,A,"Geschäftsordnungsgesetz, Änderung",849/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00849/index.shtml,XXIII,XXIII_849A
08.07.2008,A,"Ausfuhrförderungsgesetz, Änderung",847/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00847/index.shtml,XXIII,XXIII_847A
08.07.2008,A,"Niederlassungs- und Aufenthaltsgesetz, Änderung",845/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00845/index.shtml,XXIII,XXIII_845A
08.07.2008,A,"Strafgesetzbuch, Änderung",843/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00843/index.shtml,XXIII,XXIII_843A
08.07.2008,A,"Strafgesetzbuch, Änderung",816/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00816/index.shtml,XXIII,XXIII_816A
08.07.2008,A,"Schulorganisationsgesetz, Änderung",705/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00705/index.shtml,XXIII,XXIII_705A
08.07.2008,A,"Rückgabe von Kunstgegenständen aus den Österreichischen Bundesmuseen und Sammlungen und das Gesetz vom 1. August 1895 über das gerichtliche Verfahren in bürgerlichen Rechtsstreitigkeiten, Änderung",643/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00643/index.shtml,XXIII,XXIII_643A
08.07.2008,A,"Konsumentenschutzgesetz, Änderung",499/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00499/index.shtml,XXIII,XXIII_499A
08.07.2008,A,Mindestlohngesetz,337/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00337/index.shtml,XXIII,XXIII_337A
